DATE,SP500,DJIA,VIXCLS
2017-04-14,,,
2017-04-17,2349.01,20636.92,14.66
2017-04-18,2342.19,20523.28,14.42
2017-04-19,2338.17,20404.49,14.93
2017-04-20,2355.84,20578.71,14.15
2017-04-21,2348.69,20547.76,14.63
2017-04-24,2374.15,20763.89,10.84
2017-04-25,2388.61,20996.12,10.76
2017-04-26,2387.45,20975.09,10.85
2017-04-27,2388.77,20981.33,10.36
2017-04-28,2384.2,20940.51,10.82
2017-05-01,2388.33,20913.46,10.11
2017-05-02,2391.17,20949.89,10.59
2017-05-03,2388.13,20957.9,10.68
2017-05-04,2389.52,20951.47,10.46
2017-05-05,2399.29,21006.94,10.57
2017-05-08,2399.38,21012.28,9.77
2017-05-09,2396.92,20975.78,9.96
2017-05-10,2399.63,20943.11,10.21
2017-05-11,2394.44,20919.42,10.6
2017-05-12,2390.9,20896.61,10.4
2017-05-15,2402.32,20981.94,10.42
2017-05-16,2400.67,20979.75,10.65
2017-05-17,2357.03,20606.93,15.59
2017-05-18,2365.72,20663.02,14.66
2017-05-19,2381.73,20804.84,12.04
2017-05-22,2394.02,20894.83,10.93
2017-05-23,2398.42,20937.91,10.72
2017-05-24,2404.39,21012.42,10.02
2017-05-25,2415.07,21082.95,9.99
2017-05-26,2415.82,21080.28,9.81
2017-05-29,,,
2017-05-30,2412.91,21029.47,10.38
2017-05-31,2411.8,21008.65,10.41
2017-06-01,2430.06,21144.18,9.89
2017-06-02,2439.07,21206.29,9.75
2017-06-05,2436.1,21184.04,10.07
2017-06-06,2429.33,21136.23,10.45
2017-06-07,2433.14,21173.69,10.39
2017-06-08,2433.79,21182.53,10.16
2017-06-09,2431.77,21271.97,10.7
2017-06-12,2429.39,21235.67,11.46
2017-06-13,2440.35,21328.47,10.42
2017-06-14,2437.92,21374.56,10.64
2017-06-15,2432.46,21359.9,10.9
2017-06-16,2433.15,21384.28,10.38
2017-06-19,2453.46,21528.99,10.37
2017-06-20,2437.03,21467.14,10.86
2017-06-21,2435.61,21410.03,10.75
2017-06-22,2434.5,21397.29,10.48
2017-06-23,2438.3,21394.76,10.02
2017-06-26,2439.07,21409.55,9.9
2017-06-27,2419.38,21310.66,11.06
2017-06-28,2440.69,21454.61,10.03
2017-06-29,2419.7,21287.03,11.44
2017-06-30,2423.41,21349.63,11.18
2017-07-03,2429.01,21479.27,11.22
2017-07-04,,,
2017-07-05,2432.54,21478.17,11.07
2017-07-06,2409.75,21320.04,12.54
2017-07-07,2425.18,21414.34,11.19
2017-07-10,2427.43,21408.52,11.11
2017-07-11,2425.53,21409.07,10.89
2017-07-12,2443.25,21532.14,10.3
2017-07-13,2447.83,21553.09,9.9
2017-07-14,2459.27,21637.74,9.51
2017-07-17,2459.14,21629.72,9.82
2017-07-18,2460.61,21574.73,9.89
2017-07-19,2473.83,21640.75,9.79
2017-07-20,2473.45,21611.78,9.58
2017-07-21,2472.54,21580.07,9.36
2017-07-24,2469.91,21513.17,9.43
2017-07-25,2477.13,21613.43,9.43
2017-07-26,2477.83,21711.01,9.6
2017-07-27,2475.42,21796.55,10.11
2017-07-28,2472.1,21830.31,10.29
2017-07-31,2470.3,21891.12,10.26
2017-08-01,2476.35,21963.92,10.09
2017-08-02,2477.57,22016.24,10.28
2017-08-03,2472.16,22026.1,10.44
2017-08-04,2476.83,22092.81,10.03
2017-08-07,2480.91,22118.42,9.93
2017-08-08,2474.92,22085.34,10.96
2017-08-09,2474.02,22048.7,11.11
2017-08-10,2438.21,21844.01,16.04
2017-08-11,2441.32,21858.32,15.51
2017-08-14,2465.84,21993.71,12.33
2017-08-15,2464.61,21998.99,12.04
2017-08-16,2468.11,22024.87,11.74
2017-08-17,2430.01,21750.73,15.55
2017-08-18,2425.55,21674.51,14.26
2017-08-21,2428.37,21703.75,13.19
2017-08-22,2452.51,21899.89,11.35
2017-08-23,2444.04,21812.09,12.25
2017-08-24,2438.97,21783.4,12.23
2017-08-25,2443.05,21813.67,11.28
2017-08-28,2444.24,21808.4,11.32
2017-08-29,2446.3,21865.37,11.7
2017-08-30,2457.59,21892.43,11.22
2017-08-31,2471.65,21948.1,10.59
2017-09-01,2476.55,21987.56,10.13
2017-09-04,,,
2017-09-05,2457.85,21753.31,12.23
2017-09-06,2465.54,21807.64,11.63
2017-09-07,2465.1,21784.78,11.55
2017-09-08,2461.43,21797.79,12.12
2017-09-11,2488.11,22057.37,10.73
2017-09-12,2496.48,22118.86,10.58
2017-09-13,2498.37,22158.18,10.5
2017-09-14,2495.62,22203.48,10.44
2017-09-15,2500.23,22268.34,10.17
2017-09-18,2503.87,22331.35,10.15
2017-09-19,2506.65,22370.8,10.18
2017-09-20,2508.24,22412.59,9.78
2017-09-21,2500.6,22359.23,9.67
2017-09-22,2502.22,22349.59,9.59
2017-09-25,2496.66,22296.09,10.21
2017-09-26,2496.84,22284.32,10.17
2017-09-27,2507.04,22340.71,9.87
2017-09-28,2510.06,22381.2,9.55
2017-09-29,2519.36,22405.09,9.51
2017-10-02,2529.12,22557.6,9.45
2017-10-03,2534.58,22641.67,9.51
2017-10-04,2537.74,22661.64,9.63
2017-10-05,2552.07,22775.39,9.19
2017-10-06,2549.33,22773.67,9.65
2017-10-09,2544.73,22761.07,10.33
2017-10-10,2550.64,22830.68,10.08
2017-10-11,2555.24,22872.89,9.85
2017-10-12,2550.93,22841.01,9.91
2017-10-13,2553.17,22871.72,9.61
2017-10-16,2557.64,22956.96,9.91
2017-10-17,2559.36,22997.44,10.31
2017-10-18,2561.26,23157.6,10.07
2017-10-19,2562.1,23163.04,10.05
2017-10-20,2575.21,23328.63,9.97
2017-10-23,2564.98,23273.96,11.07
2017-10-24,2569.13,23441.76,11.16
2017-10-25,2557.15,23329.46,11.23
2017-10-26,2560.4,23400.86,11.3
2017-10-27,2581.07,23434.19,9.8
2017-10-30,2572.83,23348.74,10.5
2017-10-31,2575.26,23377.24,10.18
2017-11-01,2579.36,23435.01,10.2
2017-11-02,2579.85,23516.26,9.93
2017-11-03,2587.84,23539.19,9.14
2017-11-06,2591.13,23548.42,9.4
2017-11-07,2590.64,23557.23,9.89
2017-11-08,2594.38,23563.36,9.78
2017-11-09,2584.62,23461.94,10.5
2017-11-10,2582.3,23422.21,11.29
2017-11-13,2584.84,23439.7,11.5
2017-11-14,2578.87,23409.47,11.59
2017-11-15,2564.62,23271.28,13.13
2017-11-16,2585.64,23458.36,11.76
2017-11-17,2578.85,23358.24,11.43
2017-11-20,2582.14,23430.33,10.65
2017-11-21,2599.03,23590.83,9.73
2017-11-22,2597.08,23526.18,9.88
2017-11-23,,,
2017-11-24,2602.42,23557.99,9.67
2017-11-27,2601.42,23580.78,9.87
2017-11-28,2627.04,23836.71,10.03
2017-11-29,2626.07,23940.68,10.7
2017-11-30,2647.58,24272.35,11.28
2017-12-01,2642.22,24231.59,11.43
2017-12-04,2639.44,24290.05,11.68
2017-12-05,2629.57,24180.64,11.33
2017-12-06,2629.27,24140.91,11.02
2017-12-07,2636.98,24211.48,10.16
2017-12-08,2651.5,24329.16,9.58
2017-12-11,2659.99,24386.03,9.34
2017-12-12,2664.11,24504.8,9.92
2017-12-13,2662.85,24585.43,10.18
2017-12-14,2652.01,24508.66,10.49
2017-12-15,2675.81,24651.74,9.42
2017-12-18,2690.16,24792.2,9.53
2017-12-19,2681.47,24754.75,10.03
2017-12-20,2679.25,24726.65,9.72
2017-12-21,2684.57,24782.29,9.62
2017-12-22,2683.34,24754.06,9.9
2017-12-25,,,
2017-12-26,2680.5,24746.21,10.25
2017-12-27,2682.62,24774.3,10.47
2017-12-28,2687.54,24837.51,10.18
2017-12-29,2673.61,24719.22,11.04
2018-01-01,,,
2018-01-02,2695.81,24824.01,9.77
2018-01-03,2713.06,24922.68,9.15
2018-01-04,2723.99,25075.13,9.22
2018-01-05,2743.15,25295.87,9.22
2018-01-08,2747.71,25283.0,9.52
2018-01-09,2751.29,25385.8,10.08
2018-01-10,2748.23,25369.13,9.82
2018-01-11,2767.56,25574.73,9.88
2018-01-12,2786.24,25803.19,10.16
2018-01-15,,,
2018-01-16,2776.42,25792.86,11.66
2018-01-17,2802.56,26115.65,11.91
2018-01-18,2798.03,26017.81,12.22
2018-01-19,2810.3,26071.72,11.27
2018-01-22,2832.97,26214.6,11.03
2018-01-23,2839.13,26210.81,11.1
2018-01-24,2837.54,26252.12,11.47
2018-01-25,2839.25,26392.79,11.58
2018-01-26,2872.87,26616.71,11.08
2018-01-29,2853.53,26439.48,13.84
2018-01-30,2822.43,26076.89,14.79
2018-01-31,2823.81,26149.39,13.54
2018-02-01,2821.98,26186.71,13.47
2018-02-02,2762.13,25520.96,17.31
2018-02-05,2648.94,24345.75,37.32
2018-02-06,2695.14,24912.77,29.98
2018-02-07,2681.66,24893.35,27.73
2018-02-08,2581.0,23860.46,33.46
2018-02-09,2619.55,24190.9,29.06
2018-02-12,2656.0,24601.27,25.61
2018-02-13,2662.94,24640.45,24.97
2018-02-14,2698.63,24893.49,19.26
2018-02-15,2731.2,25200.37,19.13
2018-02-16,2732.22,25219.38,19.46
2018-02-19,,,
2018-02-20,2716.26,24964.75,20.6
2018-02-21,2701.33,24797.78,20.02
2018-02-22,2703.96,24962.48,18.72
2018-02-23,2747.3,25309.99,16.49
2018-02-26,2779.6,25709.27,15.8
2018-02-27,2744.28,25410.03,18.59
2018-02-28,2713.83,25029.2,19.85
2018-03-01,2677.67,24608.98,22.47
2018-03-02,2691.25,24538.06,19.59
2018-03-05,2720.94,24874.76,18.73
2018-03-06,2728.12,24884.12,18.36
2018-03-07,2726.8,24801.36,17.76
2018-03-08,2738.97,24895.21,16.54
2018-03-09,2786.57,25335.74,14.64
2018-03-12,2783.02,25178.61,15.78
2018-03-13,2765.31,25007.03,16.35
2018-03-14,2749.48,24758.12,17.23
2018-03-15,2747.33,24873.66,16.59
2018-03-16,2752.01,24946.51,15.8
2018-03-19,2712.92,24610.91,19.02
2018-03-20,2716.94,24727.27,18.2
2018-03-21,2711.93,24682.31,17.86
2018-03-22,2643.69,23957.89,23.34
2018-03-23,2588.26,23533.2,24.87
2018-03-26,2658.55,24202.6,21.03
2018-03-27,2612.62,23857.71,22.5
2018-03-28,2605.0,23848.42,22.87
2018-03-29,2640.87,24103.11,19.97
2018-03-30,,,
2018-04-02,2581.88,23644.19,23.62
2018-04-03,2614.45,24033.36,21.1
2018-04-04,2644.69,24264.3,20.06
2018-04-05,2662.84,24505.22,18.94
2018-04-06,2604.47,23932.76,21.49
2018-04-09,2613.16,23979.1,21.77
2018-04-10,2656.87,24408.0,20.47
2018-04-11,2642.19,24189.45,20.24
2018-04-12,2663.99,24483.05,18.49
2018-04-13,2656.3,24360.14,17.41
2018-04-16,2677.84,24573.04,16.56
2018-04-17,2706.39,24786.63,15.25
2018-04-18,2708.64,24748.07,15.6
2018-04-19,2693.13,24664.89,15.96
2018-04-20,2670.14,24462.94,16.88
2018-04-23,2670.29,24448.69,16.34
2018-04-24,2634.56,24024.13,18.02
2018-04-25,2639.4,24083.83,17.84
2018-04-26,2666.94,24322.34,16.24
2018-04-27,2669.91,24311.19,15.41
2018-04-30,2648.05,24163.15,15.93
2018-05-01,2654.8,24099.05,15.49
2018-05-02,2635.67,23924.98,15.97
2018-05-03,2629.73,23930.15,15.9
2018-05-04,2663.42,24262.51,14.77
2018-05-07,2672.63,24357.32,14.75
2018-05-08,2671.92,24360.21,14.71
2018-05-09,2697.79,24542.54,13.42
2018-05-10,2723.07,24739.53,13.23
2018-05-11,2727.72,24831.17,12.65
2018-05-14,2730.13,24899.41,12.93
2018-05-15,2711.45,24706.41,14.63
2018-05-16,2722.46,24768.93,13.42
2018-05-17,2720.13,24713.98,13.43
2018-05-18,2712.97,24715.09,13.42
2018-05-21,2733.01,25013.29,13.08
2018-05-22,2724.44,24834.41,13.22
2018-05-23,2733.29,24886.81,12.58
2018-05-24,2727.76,24811.76,12.53
2018-05-25,2721.33,24753.09,13.22
2018-05-28,,,
2018-05-29,2689.86,24361.45,17.02
2018-05-30,2724.01,24667.78,14.94
2018-05-31,2705.27,24415.84,15.43
2018-06-01,2734.62,24635.21,13.46
2018-06-04,2746.87,24813.69,12.74
2018-06-05,2748.8,24799.98,12.4
2018-06-06,2772.35,25146.39,11.64
2018-06-07,2770.37,25241.41,12.13
2018-06-08,2779.03,25316.53,12.18
2018-06-11,2782.0,25322.31,12.35
2018-06-12,2786.85,25320.73,12.34
2018-06-13,2775.63,25201.2,12.94
2018-06-14,2782.49,25175.31,12.12
2018-06-15,2779.66,25090.48,11.98
2018-06-18,2773.75,24987.47,12.31
2018-06-19,2762.59,24700.21,13.35
2018-06-20,2767.32,24657.8,12.79
2018-06-21,2749.76,24461.7,14.64
2018-06-22,2754.88,24580.89,13.77
2018-06-25,2717.07,24252.8,17.33
2018-06-26,2723.06,24283.11,15.92
2018-06-27,2699.63,24117.59,17.91
2018-06-28,2716.31,24216.05,16.85
2018-06-29,2718.37,24271.41,16.09
2018-07-02,2726.71,24307.18,15.6
2018-07-03,2713.22,24174.82,16.14
2018-07-04,,,
2018-07-05,2736.61,24356.74,14.97
2018-07-06,2759.82,24456.48,13.37
2018-07-09,2784.17,24776.59,12.69
2018-07-10,2793.84,24919.66,12.64
2018-07-11,2774.02,24700.45,13.63
2018-07-12,2798.29,24924.89,12.58
2018-07-13,2801.31,25019.41,12.18
2018-07-16,2798.43,25064.36,12.83
2018-07-17,2809.55,25119.89,12.06
2018-07-18,2815.62,25199.29,12.1
2018-07-19,2804.49,25064.5,12.87
2018-07-20,2801.83,25058.12,12.86
2018-07-23,2806.98,25044.29,12.62
2018-07-24,2820.4,25241.94,12.41
2018-07-25,2846.07,25414.1,12.29
2018-07-26,2837.44,25527.07,12.14
2018-07-27,2818.82,25451.06,13.03
2018-07-30,2802.6,25306.83,14.26
2018-07-31,2816.29,25415.19,12.83
2018-08-01,2813.36,25333.82,13.15
2018-08-02,2827.22,25326.16,12.19
2018-08-03,2840.35,25462.58,11.64
2018-08-06,2850.4,25502.18,11.27
2018-08-07,2858.45,25628.91,10.93
2018-08-08,2857.7,25583.75,10.85
2018-08-09,2853.58,25509.23,11.27
2018-08-10,2833.28,25313.14,13.16
2018-08-13,2821.93,25187.7,14.78
2018-08-14,2839.96,25299.92,13.31
2018-08-15,2818.37,25162.41,14.64
2018-08-16,2840.69,25558.73,13.45
2018-08-17,2850.13,25669.32,12.64
2018-08-20,2857.05,25758.69,12.49
2018-08-21,2862.96,25822.29,12.86
2018-08-22,2861.82,25733.6,12.25
2018-08-23,2856.98,25656.98,12.41
2018-08-24,2874.69,25790.35,11.99
2018-08-27,2896.74,26049.64,12.16
2018-08-28,2897.52,26064.02,12.5
2018-08-29,2914.04,26124.57,12.25
2018-08-30,2901.13,25986.92,13.53
2018-08-31,2901.52,25964.82,12.86
2018-09-03,,,
2018-09-04,2896.72,25952.48,13.16
2018-09-05,2888.6,25974.99,13.91
2018-09-06,2878.05,25995.87,14.65
2018-09-07,2871.68,25916.54,14.88
2018-09-10,2877.13,25857.07,14.16
2018-09-11,2887.89,25971.06,13.22
2018-09-12,2888.92,25998.92,13.14
2018-09-13,2904.18,26145.99,12.37
2018-09-14,2904.98,26154.67,12.07
2018-09-17,2888.8,26062.12,13.68
2018-09-18,2904.31,26246.96,12.79
2018-09-19,2907.95,26405.76,11.75
2018-09-20,2930.75,26656.98,11.8
2018-09-21,2929.67,26743.5,11.68
2018-09-24,2919.37,26562.05,12.2
2018-09-25,2915.56,26492.21,12.42
2018-09-26,2905.97,26385.28,12.89
2018-09-27,2914.0,26439.93,12.41
2018-09-28,2913.98,26458.31,12.12
2018-10-01,2924.59,26651.21,12.0
2018-10-02,2923.43,26773.94,12.05
2018-10-03,2925.51,26828.39,11.61
2018-10-04,2901.61,26627.48,14.22
2018-10-05,2885.57,26447.05,14.82
2018-10-08,2884.43,26486.78,15.69
2018-10-09,2880.34,26430.57,15.95
2018-10-10,2785.68,25598.74,22.96
2018-10-11,2728.37,25052.83,24.98
2018-10-12,2767.13,25339.99,21.31
2018-10-15,2750.79,25250.55,21.3
2018-10-16,2809.92,25798.42,17.62
2018-10-17,2809.21,25706.68,17.4
2018-10-18,2768.78,25379.45,20.06
2018-10-19,2767.78,25444.34,19.89
2018-10-22,2755.88,25317.41,19.64
2018-10-23,2740.69,25191.43,20.71
2018-10-24,2656.1,24583.42,25.23
2018-10-25,2705.57,24984.55,24.22
2018-10-26,2658.69,24688.31,24.16
2018-10-29,2641.25,24442.92,24.7
2018-10-30,2682.63,24874.64,23.35
2018-10-31,2711.74,25115.76,21.23
2018-11-01,2740.37,25380.74,19.34
2018-11-02,2723.06,25270.83,19.51
2018-11-05,2738.31,25461.7,19.96
2018-11-06,2755.45,25635.01,19.91
2018-11-07,2813.89,26180.3,16.36
2018-11-08,2806.83,26191.22,16.72
2018-11-09,2781.01,25989.3,17.36
2018-11-12,2726.22,25387.18,20.45
2018-11-13,2722.18,25286.49,20.02
2018-11-14,2701.58,25080.5,21.25
2018-11-15,2730.2,25289.27,19.98
2018-11-16,2736.27,25413.22,18.14
2018-11-19,2690.73,25017.44,20.1
2018-11-20,2641.89,24465.64,22.48
2018-11-21,2649.93,24464.69,20.8
2018-11-22,,,
2018-11-23,2632.56,24285.95,21.52
2018-11-26,2673.45,24640.24,18.9
2018-11-27,2682.17,24748.73,19.02
2018-11-28,2743.79,25366.43,18.49
2018-11-29,2737.76,25338.84,18.79
2018-11-30,2760.17,25538.46,18.07
2018-12-03,2790.37,25826.43,16.44
2018-12-04,2700.06,25027.07,20.74
2018-12-05,,,
2018-12-06,2695.95,24947.67,21.19
2018-12-07,2633.08,24388.95,23.23
2018-12-10,2637.72,24423.26,22.64
2018-12-11,2636.78,24370.24,21.76
2018-12-12,2651.07,24527.27,21.46
2018-12-13,2650.54,24597.38,20.65
2018-12-14,2599.95,24100.51,21.63
2018-12-17,2545.94,23592.98,24.52
2018-12-18,2546.16,23675.64,25.58
2018-12-19,2506.96,23323.66,25.58
2018-12-20,2467.42,22859.6,28.38
2018-12-21,2416.62,22445.37,30.11
2018-12-24,2351.1,21792.2,36.07
2018-12-25,,,
2018-12-26,2467.7,22878.45,30.41
2018-12-27,2488.83,23138.82,29.96
2018-12-28,2485.74,23062.4,28.34
2018-12-31,2506.85,23327.46,25.42
2019-01-01,,,
2019-01-02,2510.03,23346.24,23.22
2019-01-03,2447.89,22686.22,25.45
2019-01-04,2531.94,23433.16,21.38
2019-01-07,2549.69,23531.35,21.4
2019-01-08,2574.41,23787.45,20.47
2019-01-09,2584.96,23879.12,19.98
2019-01-10,2596.64,24001.92,19.5
2019-01-11,2596.26,23995.95,18.19
2019-01-14,2582.61,23909.84,19.07
2019-01-15,2610.3,24065.59,18.6
2019-01-16,2616.1,24207.16,19.04
2019-01-17,2635.96,24370.1,18.06
2019-01-18,2670.71,24706.35,17.8
2019-01-21,,,
2019-01-22,2632.9,24404.48,20.8
2019-01-23,2638.7,24575.62,19.52
2019-01-24,2642.33,24553.24,18.89
2019-01-25,2664.76,24737.2,17.42
2019-01-28,2643.85,24528.22,18.87
2019-01-29,2640.0,24579.96,19.13
2019-01-30,2681.05,25014.86,17.66
2019-01-31,2704.1,24999.67,16.57
2019-02-01,2706.53,25063.89,16.14
2019-02-04,2724.87,25239.37,15.73
2019-02-05,2737.7,25411.52,15.57
2019-02-06,2731.61,25390.3,15.38
2019-02-07,2706.05,25169.53,16.37
2019-02-08,2707.88,25106.33,15.72
2019-02-11,2709.8,25053.11,15.97
2019-02-12,2744.73,25425.76,15.43
2019-02-13,2753.03,25543.27,15.65
2019-02-14,2745.73,25439.39,16.22
2019-02-15,2775.6,25883.25,14.91
2019-02-18,,,
2019-02-19,2779.76,25891.32,14.88
2019-02-20,2784.7,25954.44,14.02
2019-02-21,2774.88,25850.63,14.46
2019-02-22,2792.67,26031.81,13.51
2019-02-25,2796.11,26091.95,14.85
2019-02-26,2793.9,26057.98,15.17
2019-02-27,2792.38,25985.16,14.7
2019-02-28,2784.49,25916.0,14.78
2019-03-01,2803.69,26026.32,13.57
2019-03-04,2792.81,25819.65,14.63
2019-03-05,2789.65,25806.63,14.74
2019-03-06,2771.45,25673.46,15.74
2019-03-07,2748.93,25473.23,16.59
2019-03-08,2743.07,25450.24,16.05
2019-03-11,2783.3,25650.88,14.33
2019-03-12,2791.52,25554.66,13.77
2019-03-13,2810.92,25702.89,13.41
2019-03-14,2808.48,25709.94,13.5
2019-03-15,2822.48,25848.87,12.88
2019-03-18,2832.94,25914.1,13.1
2019-03-19,2832.57,25887.38,13.56
2019-03-20,2824.23,25745.67,13.91
2019-03-21,2854.88,25962.51,13.63
2019-03-22,2800.71,25502.32,16.48
2019-03-25,2798.36,25516.83,16.33
2019-03-26,2818.46,25657.73,14.68
2019-03-27,2805.37,25625.59,15.15
2019-03-28,2815.44,25717.46,14.43
2019-03-29,2834.4,25928.68,13.71
2019-04-01,2867.19,26258.42,13.4
2019-04-02,2867.24,26179.13,13.36
2019-04-03,2873.4,26218.13,13.74
2019-04-04,2879.39,26384.63,13.58
2019-04-05,2892.74,26424.99,12.82
2019-04-08,2895.77,26341.02,13.18
2019-04-09,2878.2,26150.58,14.28
2019-04-10,2888.21,26157.16,13.3
2019-04-11,2888.32,26143.05,13.02
2019-04-12,2907.41,26412.3,12.01
2019-04-15,2905.58,26384.77,12.32
2019-04-16,2907.06,26452.66,12.18
2019-04-17,2900.45,26449.54,12.6
2019-04-18,2905.03,26559.54,12.09
2019-04-19,,,
2019-04-22,2907.97,26511.05,12.42
2019-04-23,2933.68,26656.39,12.28
2019-04-24,2927.25,26597.05,13.14
2019-04-25,2926.17,26462.08,13.25
2019-04-26,2939.88,26543.33,12.73
2019-04-29,2943.03,26554.39,13.11
2019-04-30,2945.83,26592.91,13.12
2019-05-01,2923.73,26430.14,14.8
2019-05-02,2917.52,26307.79,14.42
2019-05-03,2945.64,26504.95,12.87
2019-05-06,2932.47,26438.48,15.44
2019-05-07,2884.05,25965.09,19.32
2019-05-08,2879.42,25967.33,19.4
2019-05-09,2870.72,25828.36,19.1
2019-05-10,2881.4,25942.37,16.04
2019-05-13,2811.87,25324.99,20.55
2019-05-14,2834.41,25532.05,18.06
2019-05-15,2850.96,25648.02,16.44
2019-05-16,2876.32,25862.68,15.29
2019-05-17,2859.53,25764.0,15.96
2019-05-20,2840.23,25679.9,16.31
2019-05-21,2864.36,25877.33,14.95
2019-05-22,2856.27,25776.61,14.75
2019-05-23,2822.24,25490.47,16.92
2019-05-24,2826.06,25585.69,15.85
2019-05-27,,,
2019-05-28,2802.39,25347.77,17.5
2019-05-29,2783.02,25126.41,17.9
2019-05-30,2788.86,25169.88,17.3
2019-05-31,2752.06,24815.04,18.71
2019-06-03,2744.45,24819.78,18.86
2019-06-04,2803.27,25332.18,16.97
2019-06-05,2826.15,25539.57,16.09
2019-06-06,2843.49,25720.66,15.93
2019-06-07,2873.34,25983.94,16.3
2019-06-10,2886.73,26062.68,15.94
2019-06-11,2885.72,26048.51,15.99
2019-06-12,2879.84,26004.83,15.91
2019-06-13,2891.64,26106.77,15.82
2019-06-14,2886.98,26089.61,15.28
2019-06-17,2889.67,26112.53,15.35
2019-06-18,2917.75,26465.54,15.15
2019-06-19,2926.46,26504.0,14.33
2019-06-20,2954.18,26753.17,14.75
2019-06-21,2950.46,26719.13,15.4
2019-06-24,2945.35,26727.54,15.26
2019-06-25,2917.38,26548.22,16.28
2019-06-26,2913.78,26536.82,16.21
2019-06-27,2924.92,26526.58,15.82
2019-06-28,2941.76,26599.96,15.08
2019-07-01,2964.33,26717.43,14.06
2019-07-02,2973.01,26786.68,12.93
2019-07-03,2995.82,26966.0,12.57
2019-07-04,,,
2019-07-05,2990.41,26922.12,13.28
2019-07-08,2975.95,26806.14,13.96
2019-07-09,2979.63,26783.49,14.09
2019-07-10,2993.07,26860.2,13.03
2019-07-11,2999.91,27088.08,12.93
2019-07-12,3013.77,27332.03,12.39
2019-07-15,3014.3,27359.16,12.68
2019-07-16,3004.04,27335.63,12.86
2019-07-17,2984.42,27219.85,13.97
2019-07-18,2995.11,27222.97,13.53
2019-07-19,2976.61,27154.2,14.45
2019-07-22,2985.03,27171.9,13.53
2019-07-23,3005.47,27349.19,12.61
2019-07-24,3019.56,27269.97,12.07
2019-07-25,3003.67,27140.98,12.74
2019-07-26,3025.86,27192.45,12.16
2019-07-29,3020.97,27221.35,12.83
2019-07-30,3013.18,27198.02,13.94
2019-07-31,2980.38,26864.27,16.12
2019-08-01,2953.56,26583.42,17.87
2019-08-02,2932.05,26485.01,17.61
2019-08-05,2844.74,25717.74,24.59
2019-08-06,2881.77,26029.52,20.17
2019-08-07,2883.98,26007.07,19.49
2019-08-08,2938.09,26378.19,16.91
2019-08-09,2918.65,26287.44,17.97
2019-08-12,2883.75,25907.37,21.09
2019-08-13,2926.32,26279.91,17.52
2019-08-14,2840.6,25479.42,22.1
2019-08-15,2847.6,25579.39,21.18
2019-08-16,2888.68,25886.01,18.47
2019-08-19,2923.65,26135.79,16.88
2019-08-20,2900.51,25962.44,17.5
2019-08-21,2924.43,26202.73,15.8
2019-08-22,2922.95,26252.24,16.68
2019-08-23,2847.11,25628.9,19.87
2019-08-26,2878.38,25898.83,19.32
2019-08-27,2869.16,25777.9,20.31
2019-08-28,2887.94,26036.1,19.35
2019-08-29,2924.58,26362.25,17.88
2019-08-30,2926.46,26403.28,18.98
2019-09-02,,,
2019-09-03,2906.27,26118.02,19.66
2019-09-04,2937.78,26355.47,17.33
2019-09-05,2976.0,26728.15,16.27
2019-09-06,2978.71,26797.46,15.0
2019-09-09,2978.43,26835.51,15.27
2019-09-10,2979.39,26909.43,15.2
2019-09-11,3000.93,27137.04,14.61
2019-09-12,3009.57,27182.45,14.22
2019-09-13,3007.39,27219.52,13.74
2019-09-16,2997.96,27076.82,14.67
2019-09-17,3005.7,27110.8,14.44
2019-09-18,3006.73,27147.08,13.95
2019-09-19,3006.79,27094.79,14.05
2019-09-20,2992.07,26935.07,15.32
2019-09-23,2991.78,26949.99,14.91
2019-09-24,2966.6,26807.77,17.05
2019-09-25,2984.87,26970.71,15.96
2019-09-26,2977.62,26891.12,16.07
2019-09-27,2961.79,26820.25,17.22
2019-09-30,2976.74,26916.83,16.24
2019-10-01,2940.25,26573.04,18.56
2019-10-02,2887.61,26078.62,20.56
2019-10-03,2910.63,26201.04,19.12
2019-10-04,2952.01,26573.72,17.04
2019-10-07,2938.79,26478.02,17.86
2019-10-08,2893.06,26164.04,20.28
2019-10-09,2919.4,26346.01,18.64
2019-10-10,2938.13,26496.67,17.57
2019-10-11,2970.27,26816.59,15.58
2019-10-14,2966.15,26787.36,14.57
2019-10-15,2995.68,27024.8,13.54
2019-10-16,2989.69,27001.98,13.68
2019-10-17,2997.95,27025.88,13.79
2019-10-18,2986.2,26770.2,14.25
2019-10-21,3006.72,26827.64,14.0
2019-10-22,2995.99,26788.1,14.46
2019-10-23,3004.52,26833.95,14.01
2019-10-24,3010.29,26805.53,13.71
2019-10-25,3022.55,26958.06,12.65
2019-10-28,3039.42,27090.72,13.11
2019-10-29,3036.89,27071.42,13.2
2019-10-30,3046.77,27186.69,12.33
2019-10-31,3037.56,27046.23,13.22
2019-11-01,3066.91,27347.36,12.3
2019-11-04,3078.27,27462.11,12.83
2019-11-05,3074.62,27492.63,13.1
2019-11-06,3076.78,27492.56,12.62
2019-11-07,3085.18,27674.8,12.73
2019-11-08,3093.08,27681.24,12.07
2019-11-11,3087.01,27691.49,12.69
2019-11-12,3091.84,27691.49,12.68
2019-11-13,3094.04,27783.59,13.0
2019-11-14,3096.63,27781.96,13.05
2019-11-15,3120.46,28004.89,12.05
2019-11-18,3122.03,28036.22,12.46
